job_id,title,posting_date,location,city,state,company_name,business_category,job_category,job_family,job_schedule_type,description,job_path,updated_time
200620004,Machine Learning Engineer ,"Sep 25, 2025","United States of America, Cupertino",Cupertino,,Apple Inc.,Software and Services,Technology,SFTWR,Full-Time,"The Apple Services Engineering team is one of the most exciting examples of Apple’s long-held passion for combining art and technology. These are the people who power the App Store, Apple TV, Apple Music, Apple Podcasts, and Apple Books. And they do it on a massive scale, meeting Apple’s high expectations with dedication to deliver a huge variety of entertainment in over 35 languages to more than 150 countries. These engineers build secure, end-to-end solutions. They develop the custom software ",/en-us/details/200620004-0836/machine-learning-engineer?team=SFTWR,72.3 hours
200622836,"Software Reliability and Stability Quality Engineering Manager, Siri","Sep 25, 2025","United States of America, San Francisco Bay Area",San Francisco Bay Area,,Apple Inc.,Software and Services,Technology,SFTWR,Full-Time,"At Apple, quality is in everything we do, and as the Siri Software Reliability & Stability Quality Engineering Manager, you will be leading a team of quality-focused engineers responsible for upholding that standard. You will work cross-functionally to identify and highlight key issues in a dynamic environment facing exciting new challenges daily for all the Apple product lines that Siri works on! This involves working cross functionally across many teams at Apple and delivering rich Apple Quali",/en-us/details/200622836-3401/software-reliability-and-stability-quality-engineering-manager-siri?team=SFTWR,72.6 hours
200594550,"AIML - Annotation Program Manager, Data Operations","Sep 25, 2025","United States of America, New York City",New York City,,Apple Inc.,Machine Learning and AI,Technology,MLAI,Full-Time,"Behind every groundbreaking AI innovation at Apple is a foundation of high-quality annotated data. We're looking for an Annotations Program Manager to play a critical role in ensuring the quality and efficiency of this vital process. In this role, you will engage with teams across Apple’s ecosystem with the ultimate goal of delivering high-quality annotated data that enables AI advancements across the company. You will be responsible for capturing initial requirements, following through on all p",/en-us/details/200594550-2459/aiml-annotation-program-manager-data-operations?team=MLAI,75.1 hours
200594550,"AIML - Annotation Program Manager, Data Operations","Sep 25, 2025","United States of America, Seattle",Seattle,,Apple Inc.,Machine Learning and AI,Technology,MLAI,Full-Time,"Behind every groundbreaking AI innovation at Apple is a foundation of high-quality annotated data. We're looking for an Annotations Program Manager to play a critical role in ensuring the quality and efficiency of this vital process. In this role, you will engage with teams across Apple’s ecosystem with the ultimate goal of delivering high-quality annotated data that enables AI advancements across the company. You will be responsible for capturing initial requirements, following through on all p",/en-us/details/200594550-3337/aiml-annotation-program-manager-data-operations?team=MLAI,75.1 hours
200621894,Software Development Engineer -Systems,"Sep 25, 2025","United States of America, Cupertino",Cupertino,,Apple Inc.,Software and Services,Technology,SFTWR,Full-Time,"Imagine what you can do here. Apple is a place where extraordinary people gather to do their lives best work. Together we create products and experiences people once couldn’t have imagined, and now, can’t imagine living without. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do.",/en-us/details/200621894-0836/software-development-engineer-systems?team=SFTWR,77.3 hours
200622662,"Sr. Engineering Program Manager (EPM), Apple Ads","Sep 25, 2025","United States of America, New York City",New York City,,Apple Inc.,Software and Services,Technology,SFTWR,Full-Time,"At Apple, we work every day to create products that enrich people’s lives. Our Apple Ads group makes it possible for people around the world to easily access informative and imaginative content on their devices while helping publishers and developers promote and monetize their work. Our platforms are highly performant, deployed at scale, and set new standards for enabling effective advertising while protecting user privacy.   Apple Ads is seeking a highly motivated and experienced Senior Enginee",/en-us/details/200622662-2459/sr-engineering-program-manager-epm-apple-ads?team=SFTWR,77.4 hours
200622829,Senior Portfolio Strategy PM,"Sep 24, 2025","United States of America, San Diego",San Diego,,Apple Inc.,Software and Services,Technology,SFTWR,Full-Time,"The Software Engineering (SWE) Operations & Planning team is looking for a Senior Portfolio Strategy Program Manager to join our Space and Lab Planning team. Responsible for driving long-term real estate planning for Software Engineering globally by developing and maintaining headcount projections by market. This presents an excellent opportunity for an independent and self-motivated individual to demonstrate their business acumen, critical thinking, collaboration and relationship-building skill",/en-us/details/200622829-3543/senior-portfolio-strategy-pm?team=SFTWR,93.7 hours
200600174,AIML - Senior software engineer - Evaluation,"Sep 24, 2025","United States of America, Seattle",Seattle,,Apple Inc.,Software and Services,Technology,SFTWR,Full-Time,"Imagine what you could do here. At Apple, new ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Apple is committed to delivering exceptional features and prioritizing user privacy. The Privacy Preserving Measurement & Machine Learning team collaborates with various departments across the company to develop state-of-the-art privacy-enhancing technologies for priva",/en-us/details/200600174-3337/aiml-senior-software-engineer-evaluation?team=SFTWR,93.8 hours
200622625,"AI/ML - Machine Learning Research Engineer, Machine Translation","Sep 24, 2025","United States of America, Cupertino",Cupertino,,Apple Inc.,Machine Learning and AI,Technology,MLAI,Full-Time,"Apple Machine Translation team is looking for exceptional researchers/scientists to develop the next generation of core MT technology to allow our users to communicate across language barriers. Passionate about Natural Language Processing, Language Modeling and Machine Translation? Join us to bring the most advanced Machine Translation solution across the Apple ecosystem.",/en-us/details/200622625-0836/ai-ml-machine-learning-research-engineer-machine-translation?team=MLAI,94.3 hours
200622625,"AI/ML - Machine Learning Research Engineer, Machine Translation","Sep 24, 2025","United States of America, Seattle",Seattle,,Apple Inc.,Machine Learning and AI,Technology,MLAI,Full-Time,"Apple Machine Translation team is looking for exceptional researchers/scientists to develop the next generation of core MT technology to allow our users to communicate across language barriers. Passionate about Natural Language Processing, Language Modeling and Machine Translation? Join us to bring the most advanced Machine Translation solution across the Apple ecosystem.",/en-us/details/200622625-3337/ai-ml-machine-learning-research-engineer-machine-translation?team=MLAI,94.3 hours
